,x,y,y_mta,unpredicted_delay,unpredicted_delay_mta,weekday,nighttime
599,40.083333333333336,43.187733462634554,44.46666666666667,-3.104400129301219,-4.383333333333334,True,False
539,44.0,43.67738099494684,44.666666666666664,0.3226190050531613,-0.6666666666666666,True,False
1362,50.95,53.49093007435127,49.833333333333336,-2.5409300743512557,1.1166666666666667,False,True
1950,42.86666666666667,42.16378287968617,40.833333333333336,0.7028837869805026,2.033333333333333,True,True
716,42.733333333333334,42.33613761516313,43.18333333333333,0.39719571817020094,-0.45,True,False
2069,45.15,42.44129765107172,44.016666666666666,2.70870234892828,1.1333333333333333,True,False
509,57.25,53.61823445263681,48.95,3.6317655473632007,8.3,True,True
822,45.75,41.81582589841751,42.416666666666664,3.9341741015824936,3.3333333333333335,True,False
1926,40.61666666666667,42.426099260674896,43.666666666666664,-1.8094325940082323,-3.05,True,False
2099,40.5,40.63620285554914,40.8,-0.1362028555491482,-0.3,True,True
1877,45.63333333333333,42.70939254685145,42.81666666666667,2.923940786481876,2.816666666666667,True,False
1438,39.25,39.592870352379094,37.7,-0.34287035237909247,1.55,False,False
226,42.75,42.43116607607601,43.2,0.31883392392399706,-0.45,True,False
1807,51.0,50.65084771120219,48.21666666666667,0.34915228879782867,2.783333333333333,True,True
1389,37.7,39.04295974186773,37.36666666666667,-1.3429597418677228,0.3333333333333333,False,False
1356,37.5,39.082264760854734,36.083333333333336,-1.5822647608547338,1.4166666666666667,False,True
804,43.8,43.824243764999316,44.65,-0.024243764999323503,-0.85,True,False
1701,41.75,41.76651151738708,42.18333333333333,-0.016511517387069338,-0.43333333333333335,True,False
236,44.38333333333333,42.34066028503518,42.666666666666664,2.0426730482981537,1.7166666666666666,True,False
396,55.5,51.97055548344812,48.333333333333336,3.5294445165518784,7.166666666666667,False,True
606,39.75,42.23920134789616,42.68333333333333,-2.4892013478961643,-2.933333333333333,True,False
1245,37.5,39.03752542131318,36.31666666666667,-1.5375254213131864,1.1833333333333333,False,False
902,39.5,41.70852199160648,42.25,-2.2085219916064793,-2.75,True,True
300,36.5,39.42145198982893,37.78333333333333,-2.921451989828938,-1.2833333333333334,False,False
645,46.4,52.66734680014803,48.15,-6.267346800148031,-1.75,True,True
941,44.25,41.99714448018067,41.766666666666666,2.2528555198193243,2.4833333333333334,True,False
1097,43.75,43.843184239693315,44.93333333333333,-0.09318423969331585,-1.1833333333333333,True,False
1366,58.18333333333333,52.27097780674374,48.43333333333333,5.912355526589582,9.75,False,True
1860,41.25,42.06554410529609,41.93333333333333,-0.8155441052960896,-0.6833333333333333,True,False
1821,40.5,43.04964124001817,42.483333333333334,-2.549641240018165,-1.9833333333333334,True,False
783,54.5,53.024020024824395,48.016666666666666,1.475979975175619,6.483333333333333,True,True
171,42.63333333333333,42.16608535923406,42.46666666666667,0.4672479740992685,0.16666666666666666,True,False
552,43.5,42.8475766081184,42.75,0.652423391881598,0.75,True,False
977,39.0,42.16237729304128,42.43333333333333,-3.1623772930412843,-3.433333333333333,True,False
1490,50.25,50.85264748180523,48.86666666666667,-0.6026474818052293,1.3833333333333333,True,True
1235,50.25,50.01812068298089,48.81666666666667,0.23187931701910808,1.4333333333333333,False,True
1579,55.5,56.96201469422411,43.86666666666667,-1.4620146942241112,11.633333333333333,True,False
1589,49.733333333333334,46.55375292477215,47.333333333333336,3.179580408561181,2.4,True,False
1888,37.0,42.15775964710151,43.28333333333333,-5.1577596471015035,-6.283333333333333,True,False
254,44.36666666666667,47.60475445820668,40.96666666666667,-3.2380877915400106,3.4,True,True
1672,46.016666666666666,43.86043905148699,44.88333333333333,2.1562276151796747,1.1333333333333333,True,False
1240,47.75,50.03341331981762,48.416666666666664,-2.283413319817608,-0.6666666666666666,False,True
861,44.25,46.54533359488976,47.38333333333333,-2.2953335948897498,-3.1333333333333333,True,False
411,40.75,39.04843433852257,36.25,1.7015656614774193,4.5,False,False
841,41.13333333333333,41.94172366311526,42.63333333333333,-0.8083903297819385,-1.5,True,False
1372,48.7,50.864104745948815,48.45,-2.1641047459488316,0.25,False,True
581,44.5,44.781521008154165,46.516666666666666,-0.28152100815415604,-2.0166666666666666,True,False
2043,41.75,42.81865623424584,43.55,-1.0686562342458426,-1.8,True,False
1479,38.0,39.053013509267686,36.36666666666667,-1.05301350926768,1.6333333333333333,False,True
1429,45.5,39.57643189912327,37.81666666666667,5.923568100876719,7.683333333333334,False,False
859,43.25,44.04654786954018,46.06666666666667,-0.7965478695401771,-2.816666666666667,True,False
377,40.5,39.226235911610004,36.25,1.273764088389991,4.25,False,True
1127,41.75,41.78748064048714,42.1,-0.03748064048713028,-0.35,True,False
916,49.25,44.355175988226975,40.93333333333333,4.894824011773039,8.316666666666666,True,True
1636,48.233333333333334,45.009175962807404,40.766666666666666,3.2241573705259197,7.466666666666667,True,True
1305,38.25,39.131090616635625,37.733333333333334,-0.8810906166356214,0.5166666666666667,False,False
640,47.85,51.409254248940606,48.483333333333334,-3.559254248940609,-0.6333333333333333,True,True
1458,37.7,39.23218253746961,37.53333333333333,-1.5321825374696119,0.16666666666666666,False,False
1142,38.75,41.7802306219335,42.1,-3.0302306219335,-3.35,True,False
1088,39.25,41.923777445747824,40.68333333333333,-2.6737774457478207,-1.4333333333333333,True,False
715,40.5,42.00211369846547,42.583333333333336,-1.502113698465473,-2.0833333333333335,True,False
2042,40.25,43.13971547807799,43.5,-2.8897154780779903,-3.25,True,False
382,42.5,39.42379941805327,36.46666666666667,3.076200581946743,6.033333333333333,False,True
204,43.0,46.012506518745944,47.28333333333333,-3.0125065187459388,-4.283333333333333,True,False
702,39.733333333333334,41.58521282451017,42.083333333333336,-1.8518794911768357,-2.35,True,False
1011,51.5,47.50046659725745,47.36666666666667,3.9995334027425544,4.133333333333334,True,False
2086,40.25,42.619432300199165,42.56666666666667,-2.3694323001991657,-2.316666666666667,True,False
1010,48.53333333333333,47.191041619684846,47.416666666666664,1.3422917136484935,1.1166666666666667,True,False
987,43.0,41.698012268330864,42.2,1.3019877316691388,0.8,True,False
1856,42.5,42.569564358895484,42.3,-0.06956435889547569,0.2,True,False
436,41.5,40.26530359615417,37.96666666666667,1.2346964038458281,3.533333333333333,False,False
1901,41.11666666666667,47.289425784306445,46.85,-6.172759117639779,-5.733333333333333,True,False
555,37.03333333333333,42.260905907696724,42.65,-5.227572574363398,-5.616666666666666,True,False
1404,37.7,38.96450540917337,37.63333333333333,-1.2645054091733678,0.06666666666666667,False,False
1836,38.36666666666667,43.35592590067987,44.38333333333333,-4.989259234013215,-6.016666666666667,True,False
303,43.25,39.6099689749159,37.53333333333333,3.640031025084098,5.716666666666667,False,False
1935,42.5,41.758854039827625,42.31666666666667,0.7411459601723815,0.18333333333333332,True,False
187,44.25,42.26313706381993,43.8,1.9868629361800685,0.45,True,False
1499,49.35,49.914442808033556,48.233333333333334,-0.5644428080335577,1.1166666666666667,True,True
989,40.25,43.08415252756778,42.9,-2.834152527567782,-2.65,True,False
1396,39.7,39.38154031477746,37.68333333333333,0.31845968522253165,2.0166666666666666,False,False
774,49.0,56.328589907344124,48.35,-7.328589907344122,0.65,True,True
652,42.75,41.17673041858408,40.96666666666667,1.5732695814159265,1.7833333333333334,True,False
876,46.0,44.82070395592947,45.78333333333333,1.1792960440705353,0.21666666666666667,True,False
301,38.75,39.61745641311169,37.916666666666664,-0.8674564131116995,0.8333333333333334,False,False
1241,39.25,39.68857569455122,36.13333333333333,-0.4385756945512185,3.1166666666666667,False,False
1759,42.0,42.8883595051092,44.43333333333333,-0.8883595051092091,-2.433333333333333,True,False
1976,44.5,41.681969979111294,40.583333333333336,2.818030020888705,3.9166666666666665,True,False
1678,40.516666666666666,43.66465313206625,44.11666666666667,-3.1479864653995717,-3.6,True,False
623,39.75,41.94560788016567,40.53333333333333,-2.1956078801656758,-0.7833333333333333,True,True
1781,43.5,42.242176667509845,41.45,1.25782333249014,2.05,True,True
292,42.5,40.33007601060658,37.93333333333333,2.169923989393419,4.566666666666666,False,False
1457,39.2,39.284563794075176,37.5,-0.08456379407518852,1.7,False,False
1554,41.5,41.93830728105318,42.43333333333333,-0.4383072810531682,-0.9333333333333333,True,False
2081,44.65,42.376526262190005,43.93333333333333,2.273473737809991,0.7166666666666667,True,False
307,40.06666666666667,40.13510292520275,37.7,-0.06843625853609107,2.3666666666666667,False,False
1230,49.86666666666667,51.60355415775972,48.9,-1.7368874910930496,0.9666666666666667,False,True
2053,46.35,44.019920760424846,45.15,2.3300792395751313,1.2,True,False
714,40.0,42.19054904342113,42.733333333333334,-2.1905490434211288,-2.7333333333333334,True,False
1985,47.5,44.243041124395965,44.78333333333333,3.25695887560402,2.716666666666667,True,False
993,42.5,42.60143743006933,42.65,-0.10143743006933618,-0.15,True,False
1689,44.0,41.66432745262257,42.4,2.3356725473774302,1.6,True,False
1719,41.0,42.15502223466015,42.88333333333333,-1.155022234660161,-1.8833333333333333,True,False
1041,40.75,42.391182509997094,43.03333333333333,-1.641182509997096,-2.283333333333333,True,False
1898,45.0,47.45403325700526,47.25,-2.454033257005259,-2.25,True,False
975,39.75,41.9243892061392,42.416666666666664,-2.1743892061392063,-2.6666666666666665,True,False
332,40.5,40.297699835859866,37.71666666666667,0.20230016414012272,2.783333333333333,False,False
466,42.25,39.60916783701522,37.85,2.6408321629847706,4.4,False,False
1146,42.75,41.989641082631614,42.95,0.7603589173683835,-0.2,True,False
1861,48.75,41.57988640387291,42.4,7.170113596127097,6.35,True,False
1939,39.0,41.44490542521404,42.266666666666666,-2.4449054252140288,-3.2666666666666666,True,True
1374,49.0,49.769439907003665,48.46666666666667,-0.76943990700366,0.5333333333333333,False,True
346,46.75,38.97212801625338,37.56666666666667,7.7778719837466195,9.183333333333334,False,False
1855,44.5,41.995831658112586,42.38333333333333,2.5041683418874148,2.1166666666666667,True,False
1870,43.0,41.757977245583234,42.016666666666666,1.242022754416765,0.9833333333333333,True,False
1359,38.75,38.94404310829648,35.666666666666664,-0.194043108296493,3.0833333333333335,False,True
1447,46.75,40.15811289893853,37.61666666666667,6.591887101061464,9.133333333333333,False,False
562,40.21666666666667,41.88891939169752,42.35,-1.6722527250308454,-2.1333333333333333,True,False
1317,42.75,40.09673519524079,37.6,2.6532648047591993,5.15,False,False
1834,39.75,42.62597533172832,43.983333333333334,-2.875975331728326,-4.233333333333333,True,False
685,41.75,41.73911378860738,42.2,0.010886211392615527,-0.45,True,False
883,41.13333333333333,41.74056403424586,43.833333333333336,-0.6072307009125325,-2.7,True,False
122,40.11666666666667,41.32073283739679,40.733333333333334,-1.2040661707301221,-0.6166666666666667,True,False
1827,43.86666666666667,43.52679226976409,44.666666666666664,0.3398743969025721,-0.8,True,False
237,44.0,41.74560844560857,42.38333333333333,2.254391554391441,1.6166666666666667,True,False
340,41.25,39.69664806560959,37.916666666666664,1.5533519343904119,3.3333333333333335,False,False
1174,42.75,45.43810895016211,47.21666666666667,-2.688108950162109,-4.466666666666667,True,False
1446,39.2,39.060199197698815,37.75,0.139800802301185,1.45,False,False
267,45.5,51.4169834921466,48.983333333333334,-5.9169834921465885,-3.4833333333333334,False,True
519,49.36666666666667,51.06738677200414,48.36666666666667,-1.7007201053374652,1.0,True,True
162,39.63333333333333,41.923126211485666,42.166666666666664,-2.2897928781523356,-2.533333333333333,True,False
473,38.5,39.18333956064419,37.81666666666667,-0.683339560644193,0.6833333333333333,False,False
1072,47.5,55.509425969308474,48.03333333333333,-8.009425969308472,-0.5333333333333333,True,True
611,41.5,41.27222023682202,42.333333333333336,0.22777976317798523,-0.8333333333333334,True,True
1785,37.75,40.651752310502516,40.583333333333336,-2.9017523105025247,-2.8333333333333335,True,True
1929,40.25,42.192437176195085,42.86666666666667,-1.9424371761950927,-2.6166666666666667,True,False
1231,52.86666666666667,50.979078586190134,48.666666666666664,1.8875880804765226,4.2,False,True
2057,51.5,48.28186697143935,47.13333333333333,3.2181330285606693,4.366666666666666,True,False
293,38.75,39.48495083335243,37.5,-0.7349508333524303,1.25,False,False
772,43.43333333333333,45.73119268830896,39.983333333333334,-2.2978593549756323,3.45,True,True
531,40.5,42.27376825053507,42.05,-1.7737682505350676,-1.55,True,False
202,45.25,46.33210481978785,47.416666666666664,-1.0821048197878402,-2.1666666666666665,True,False
751,41.0,41.7091046548319,42.86666666666667,-0.7091046548318976,-1.8666666666666667,True,False
1545,38.983333333333334,41.89726372514696,42.31666666666667,-2.913930391813627,-3.3333333333333335,True,False
1505,42.233333333333334,40.66669899286178,40.95,1.566634340471554,1.2833333333333334,True,False
1071,52.25,55.543990475298884,48.1,-3.2939904752988847,4.15,True,True
708,41.266666666666666,41.832440872508386,42.43333333333333,-0.5657742058417095,-1.1666666666666667,True,False
1961,48.5,54.33038660024631,48.15,-5.830386600246311,0.35,True,True
1147,42.916666666666664,42.06289137194842,42.85,0.8537752947182525,0.06666666666666667,True,False
319,38.18333333333333,39.94321857048856,37.916666666666664,-1.7598852371552312,0.26666666666666666,False,False
1208,42.5,41.456256239445835,41.18333333333333,1.0437437605541693,1.3166666666666667,True,True
1913,48.75,45.6816046988698,46.166666666666664,3.068395301130196,2.5833333333333335,True,False
1322,42.25,39.149826021919154,37.833333333333336,3.1001739780808295,4.416666666666667,False,False
782,50.5,52.91563465344437,48.46666666666667,-2.415634653444363,2.033333333333333,True,True
505,56.75,53.25229366133866,48.21666666666667,3.497706338661336,8.533333333333333,True,True
818,48.5,42.85957821167791,42.766666666666666,5.640421788322086,5.733333333333333,True,False
443,38.68333333333333,38.97092136731216,37.81666666666667,-0.2875880339788409,0.8666666666666667,False,False
432,38.43333333333333,39.616962581909576,37.78333333333333,-1.1836292485762518,0.65,False,False
521,40.21666666666667,41.41308680968464,39.483333333333334,-1.1964201430179855,0.7333333333333333,True,True
1125,45.0,42.38550785764258,42.25,2.6144921423574186,2.75,True,False
1523,40.233333333333334,42.50095464361737,44.083333333333336,-2.2676213102840395,-3.85,True,False
1683,53.266666666666666,43.38849047544542,42.71666666666667,9.878176191221238,10.55,True,False
1409,38.7,39.203930381683264,37.833333333333336,-0.5039303816832671,0.8666666666666667,False,False
633,62.26666666666669,54.436063817663836,48.2,7.830602849002867,14.06666666666669,True,True
1060,38.75,42.46252013938535,40.5,-3.712520139385348,-1.75,True,True
1032,40.5,43.102813148555846,44.483333333333334,-2.6028131485558483,-3.9833333333333334,True,False
1643,54.46666666666667,56.265777266292574,48.21666666666667,-1.7991105996259042,6.25,True,True
1467,37.45,39.35085661637551,36.78333333333333,-1.9008566163755176,0.6666666666666666,False,False
1410,38.3,39.0217379201612,37.5,-0.7217379201611948,0.8,False,False
649,42.233333333333334,40.67443271990154,40.68333333333333,1.5589006134317969,1.55,True,False
1663,41.0,41.820543925206,41.9,-0.8205439252060008,-0.9,True,False
1691,39.5,41.84860637853659,42.28333333333333,-2.3486063785365787,-2.783333333333333,True,False
1303,40.5,39.65446719613879,37.5,0.8455328038612151,3.0,False,False
1492,54.0,51.436102839403,48.46666666666667,2.5638971605970102,5.533333333333333,True,True
755,43.0,41.39825444420232,42.45,1.601745555797682,0.55,True,True
1539,38.016666666666666,42.17861457404885,42.016666666666666,-4.161947907382182,-4.0,True,False
688,46.5,42.53999388773124,42.45,3.9600061122687595,4.05,True,False
1527,41.233333333333334,42.46516851448613,43.8,-1.2318351811527994,-2.566666666666667,True,False
664,42.5,43.721328405139296,44.75,-1.2213284051392974,-2.25,True,False
1518,44.0,43.66974102137864,44.88333333333333,0.33025897862135783,-0.8833333333333333,True,False
1483,38.2,39.554165695836225,37.833333333333336,-1.3541656958362258,0.36666666666666664,False,True
2105,43.4,41.975656198360575,40.53333333333333,1.4243438016394216,2.8666666666666667,True,True
785,43.5,51.12054228816707,48.11666666666667,-7.6205422881670835,-4.616666666666666,True,True
794,40.0,41.54736705397249,40.63333333333333,-1.5473670539724935,-0.6333333333333333,True,False
421,41.25,40.46880810287079,37.85,0.7811918971292016,3.4,False,False
1213,38.0,40.95139099279213,40.516666666666666,-2.9513909927921227,-2.5166666666666666,True,True
1830,42.63333333333333,44.03141959819068,44.81666666666667,-1.3980862648573444,-2.183333333333333,True,False
1418,38.8,39.23850453844867,37.86666666666667,-0.4385045384486754,0.9333333333333333,False,False
253,45.36666666666667,44.95311160923894,40.766666666666666,0.41355505742772797,4.6,True,True
1841,41.61666666666667,42.661771817276666,42.583333333333336,-1.0451051506100006,-0.9666666666666667,True,False
575,43.5,45.68655779700904,47.166666666666664,-2.186557797009035,-3.6666666666666665,True,False
698,40.266666666666666,42.01526831252202,42.15,-1.7486016458553497,-1.8833333333333333,True,False
1694,48.25,42.00360055723297,42.06666666666667,6.246399442767037,6.183333333333334,True,False
1556,41.5,41.761279921291504,42.36666666666667,-0.26127992129150546,-0.8666666666666667,True,False
1866,43.13333333333333,41.74364627110021,42.06666666666667,1.3896870622331259,1.0666666666666667,True,False
835,40.75,41.507065877181304,42.21666666666667,-0.7570658771812987,-1.4666666666666666,True,False
812,42.333333333333336,43.2955103235196,44.266666666666666,-0.9621769901862762,-1.9333333333333333,True,False
1436,39.0,38.84185463077651,37.733333333333334,0.1581453692234921,1.2666666666666666,False,False
843,42.63333333333333,41.99828178431842,42.68333333333333,0.635051549014914,-0.05,True,False
1639,41.266666666666666,44.4231706182414,39.833333333333336,-3.156503951574723,1.4333333333333333,True,True
2106,44.75,42.236670644586326,40.583333333333336,2.5133293554136724,4.166666666666667,True,True
297,39.93333333333333,39.82085827749325,37.86666666666667,0.11247505584008195,2.066666666666667,False,False
1129,44.666666666666664,41.95625529850665,42.25,2.710411368160029,2.4166666666666665,True,False
325,38.93333333333333,38.795413844034535,37.63333333333333,0.13791948929880013,1.3,False,False
609,37.5,41.17687197444629,42.36666666666667,-3.6768719744462866,-4.866666666666666,True,False
1675,44.516666666666666,44.32170878115276,44.6,0.19495788551389523,-0.08333333333333333,True,False
1963,54.5,51.84370310735152,48.31666666666667,2.656296892648485,6.183333333333334,True,True
1655,39.166666666666664,38.682877377575096,39.18333333333333,0.48378928909157065,-0.016666666666666666,True,True
913,44.75,43.93101761088214,40.9,0.8189823891178624,3.85,True,True
1495,50.86666666666667,51.381768176940376,48.233333333333334,-0.515101510273712,2.6333333333333333,True,True
871,49.75,47.81171600859938,46.68333333333333,1.9382839914006202,3.066666666666667,True,False
1597,45.5,44.03261081891735,46.15,1.467389181082664,-0.65,True,False
870,49.5,46.14705695392034,46.46666666666667,3.3529430460796674,3.033333333333333,True,False
357,41.0,40.01444851474025,37.61666666666667,0.9855514852597405,3.3833333333333333,False,False
992,41.03333333333333,42.24436618504375,42.666666666666664,-1.2110328517104183,-1.6333333333333333,True,False
1160,44.083333333333336,42.10304415626315,43.85,1.9802891770701838,0.23333333333333334,True,False
701,42.0,41.73741974014152,42.18333333333333,0.2625802598584869,-0.18333333333333332,True,False
1740,43.5,45.19386337820881,46.983333333333334,-1.6938633782088117,-3.4833333333333334,True,False
957,42.05,42.541470799438954,42.68333333333333,-0.49147079943895733,-0.6333333333333333,True,False
1957,61.31666666666669,55.419129903596094,48.266666666666666,5.897536763070593,13.050000000000022,True,True
1951,50.5,43.303291113968605,40.666666666666664,7.196708886031396,9.833333333333334,True,True
1225,48.666666666666664,52.90701174668835,48.11666666666667,-4.240345080021681,0.55,False,True
580,46.75,45.67821494701839,47.166666666666664,1.0717850529816284,-0.4166666666666667,True,False
190,44.13333333333333,42.09605423904986,43.53333333333333,2.03727909428347,0.6,True,False
980,41.5,42.02936838738262,42.266666666666666,-0.5293683873826164,-0.7666666666666667,True,False
572,43.166666666666664,46.521993040060096,46.9,-3.355326373393427,-3.7333333333333334,True,False
695,38.733333333333334,41.68773405789661,42.38333333333333,-2.954400724563273,-3.65,True,False
425,38.56666666666667,39.51880186399641,37.666666666666664,-0.9521351973297442,0.9,False,False
1051,41.0,41.052839550987336,42.266666666666666,-0.05283955098733865,-1.2666666666666666,True,True
