,x,y,y_mta,unpredicted_delay,unpredicted_delay_mta,weekday,nighttime
1045,42.75,42.30807263210878,42.61666666666667,0.4419273678912153,0.13333333333333333,True,False
1191,40.5,42.060309028955515,43.56666666666667,-1.5603090289555135,-3.066666666666667,True,False
1605,40.233333333333334,42.071595396898765,44.1,-1.8382620635654348,-3.8666666666666667,True,False
1251,38.25,38.95208988366384,37.85,-0.7020898836638328,0.4,False,False
546,42.28333333333333,42.949543992717715,44.2,-0.6662106593843797,-1.9166666666666667,True,False
1323,40.0,40.758167121023355,37.96666666666667,-0.7581671210233633,2.033333333333333,False,False
1517,44.766666666666666,43.81511675583216,44.583333333333336,0.9515499108345087,0.18333333333333332,True,False
724,42.733333333333334,42.48419120767031,43.53333333333333,0.24914212566302468,-0.8,True,False
676,42.5,42.17735501834838,42.78333333333333,0.3226449816516227,-0.2833333333333333,True,False
1609,46.5,43.327824019789134,44.35,3.1721759802108638,2.15,True,False
1998,43.0,43.618410287960685,42.5,-0.6184102879606825,0.5,True,False
1805,51.43333333333333,51.91205080466918,48.416666666666664,-0.4787174713358278,3.0166666666666666,True,True
758,41.5,41.00944913022061,41.45,0.4905508697793872,0.05,True,True
1975,42.0,42.18708350575226,40.63333333333333,-0.18708350575226784,1.3666666666666667,True,False
1247,40.75,39.1300876409641,36.916666666666664,1.6199123590358946,3.8333333333333335,False,False
1292,38.5,39.76096828852916,37.96666666666667,-1.2609682885291704,0.5333333333333333,False,False
456,40.18333333333333,39.788562965423566,37.8,0.3947703679097534,2.3833333333333333,False,False
1705,40.5,41.704563909096606,42.416666666666664,-1.2045639090966005,-1.9166666666666667,True,False
1966,46.2,49.592350234845554,48.266666666666666,-3.3923502348455488,-2.066666666666667,True,True
594,41.0,42.10867815788941,43.96666666666667,-1.108678157889411,-2.966666666666667,True,False
2037,39.0,42.31936592753693,42.53333333333333,-3.3193659275369254,-3.533333333333333,True,False
630,54.25,46.900052432691076,39.88333333333333,7.349947567308921,14.366666666666667,True,True
1194,40.5,42.58040851248267,43.516666666666666,-2.0804085124826694,-3.0166666666666666,True,False
1238,55.75,49.80416577366819,48.63333333333333,5.945834226331817,7.116666666666666,False,True
733,47.5,47.91962112763503,47.03333333333333,-0.41962112763502923,0.4666666666666667,True,False
1236,52.36666666666667,51.65850202380226,48.86666666666667,0.708164642864411,3.5,False,True
1200,40.5,41.15093135909746,42.333333333333336,-0.650931359097467,-1.8333333333333333,True,False
291,40.75,39.49399920215455,37.7,1.2560007978454601,3.05,False,False
530,38.71666666666667,41.58652781938519,42.3,-2.869861152718522,-3.5833333333333335,True,False
762,37.5,40.42640299053895,40.65,-2.9264029905389632,-3.15,True,True
998,41.75,42.535205584304244,43.833333333333336,-0.7852055843042536,-2.0833333333333335,True,False
350,38.18333333333333,39.19540494742104,37.85,-1.0120716140877144,0.3333333333333333,False,False
1256,40.0,40.067674465563414,37.7,-0.06767446556341383,2.3,False,False
1777,40.0,41.25574934197628,42.31666666666667,-1.2557493419762826,-2.316666666666667,True,True
470,39.75,39.15614573691802,37.583333333333336,0.5938542630819786,2.1666666666666665,False,False
1897,44.0,46.09925790641358,46.4,-2.0992579064135723,-2.4,True,False
1555,42.0,41.894149405097735,42.21666666666667,0.1058505949022674,-0.21666666666666667,True,False
1188,43.5,42.43102814658778,43.9,1.0689718534122221,-0.4,True,False
1595,42.5,46.56996403519308,46.88333333333333,-4.069964035193099,-4.383333333333334,True,False
1735,43.0,43.67728191744165,44.63333333333333,-0.6772819174416554,-1.6333333333333333,True,False
752,40.5,41.244262110217655,42.35,-0.7442621102176569,-1.85,True,False
1388,38.5,39.045737938083775,36.2,-0.5457379380837892,2.3,False,False
1199,46.0,42.01485552275979,42.75,3.9851444772402145,3.25,True,False
1120,42.666666666666664,41.707891064736074,42.28333333333333,0.9587756019305895,0.38333333333333336,True,False
745,43.75,43.19189990127987,44.18333333333333,0.5581000987201302,-0.43333333333333335,True,False
1456,39.0,39.50787749268539,37.9,-0.5078774926853991,1.1,False,False
1813,45.63333333333333,42.98620248362423,40.96666666666667,2.647130849709091,4.666666666666667,True,True
342,37.43333333333333,39.838981122989075,37.88333333333333,-2.4056477896557453,-0.45,False,False
1475,41.75,39.47584196635174,36.833333333333336,2.2741580336482534,4.916666666666667,False,True
1124,44.833333333333336,42.16744695791693,42.18333333333333,2.6658863754164033,2.65,True,False
1673,47.1,43.8994748834361,44.61666666666667,3.2005251165638886,2.4833333333333334,True,False
1084,41.0,40.38724368535061,40.86666666666667,0.6127563146493836,0.13333333333333333,True,False
1426,39.7,39.76769296540339,37.733333333333334,-0.06769296540339838,1.9666666666666666,False,False
2016,40.5,41.63298579525812,42.266666666666666,-1.1329857952581202,-1.7666666666666666,True,False
1162,43.25,43.81576605151578,44.96666666666667,-0.5657660515157811,-1.7166666666666666,True,False
311,42.25,39.47769413707049,37.96666666666667,2.7723058629295037,4.283333333333333,False,False
156,38.0,41.878881723208565,42.21666666666667,-3.878881723208565,-4.216666666666667,True,False
1346,38.25,39.28139052006265,36.13333333333333,-1.031390520062655,2.1166666666666667,False,False
1277,41.5,39.61154047449929,37.85,1.888459525500707,3.65,False,False
1829,45.0,43.46876485348673,44.75,1.5312351465132603,0.25,True,False
1136,44.0,42.076168713592445,42.483333333333334,1.9238312864075549,1.5166666666666666,True,False
600,40.25,42.15778456502171,43.78333333333333,-1.9077845650217038,-3.533333333333333,True,False
2056,50.6,45.75246030304458,47.11666666666667,4.847539696955429,3.4833333333333334,True,False
612,42.75,41.27308418022734,42.333333333333336,1.476915819772656,0.4166666666666667,True,True
1635,44.233333333333334,43.83938941884779,40.93333333333333,0.39394391448554417,3.3,True,True
1994,40.5,42.658758731561576,44.03333333333333,-2.158758731561579,-3.533333333333333,True,False
381,38.75,39.4141644333635,36.3,-0.6641644333635137,2.45,False,True
1342,41.25,39.96732456372518,36.05,1.282675436274811,5.2,False,False
932,50.5,50.92599585568678,48.4,-0.42599585568677106,2.1,True,True
2040,40.65,42.13285234908331,43.916666666666664,-1.482852349083305,-3.2666666666666666,True,False
807,45.06666666666667,44.33117317381795,44.516666666666666,0.7354934928486955,0.55,True,False
2049,41.0,42.20566464309817,43.916666666666664,-1.2056646430981648,-2.9166666666666665,True,False
116,41.13333333333333,41.410210858691144,40.7,-0.27687752535781934,0.43333333333333335,True,True
1969,53.43333333333333,52.148447929830695,48.1,1.2848854035026231,5.333333333333333,True,True
1883,41.5,42.19734669738229,43.93333333333333,-0.6973466973822876,-2.433333333333333,True,False
832,41.0,43.84955795417333,42.483333333333334,-2.84955795417333,-1.4833333333333334,True,False
1924,41.38333333333333,42.36899199220802,43.583333333333336,-0.9856586588746798,-2.2,True,False
740,44.06666666666667,45.87369717607217,46.766666666666666,-1.8070305094054977,-2.7,True,False
